conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,Klasifikasi,Keyword
1920019618959433956,Wed May 07 07:35:24 +0000 2025,0,@BiznetHome min mau tanya biznet udah tersedia daerah komplek pemda jatiasih bekasi belum?,1920019618959433956,,BiznetHome,in,,0,1,0,https://x.com/undefined/status/1920019618959433956,1686429762158538752,,Pertanyaan,?
1912361970495549787,Wed Apr 16 04:26:38 +0000 2025,0,biznet pondok pekayon indah bekasi down @BiznetHome,1912361970495549787,,,in,,0,1,0,https://x.com/undefined/status/1912361970495549787,166837713,,Negatif,down
1912361956184584511,Wed Apr 16 04:26:34 +0000 2025,0,biznet bekasi gangguan nih kapan nyala min @BiznetHome,1912361956184584511,,,in,,1,3,0,https://x.com/undefined/status/1912361956184584511,1518616753991217154,,Negatif,gangguan
1909342889064513709,Mon Apr 07 20:29:53 +0000 2025,0,Biznet di Bekasi gangguan dari jam 11 malam sampai saat ini masih ga bisa akses internet @BiznetHome,1909342889064513709,,,in,,0,1,0,https://x.com/undefined/status/1909342889064513709,179535550,,Negatif,gangguan
1909336500065763607,Mon Apr 07 20:04:30 +0000 2025,0,biznet bekasi ko dari tadi gabisa ya? @BiznetHome,1909336500065763607,,,in,,0,2,0,https://x.com/undefined/status/1909336500065763607,1135411155369730049,,Pertanyaan,?
1909325786076848558,Mon Apr 07 19:21:55 +0000 2025,0,@BiznetHome Halo min ini Biznet Bekasi lagi gangguan ya? udah berjam jam internet LOS terus,1909325786076848558,,BiznetHome,in,,0,1,0,https://x.com/undefined/status/1909325786076848558,867736466956447745,,Negatif,gangguan
1909256513799262519,Mon Apr 07 14:46:39 +0000 2025,0,@BiznetHome halo ini Biznet bekasi lagi error ya?,1909256513799262519,,BiznetHome,in,,0,1,0,https://x.com/undefined/status/1909256513799262519,1339849870614523904,,Negatif,error
1904143903764463890,Mon Mar 24 12:10:58 +0000 2025,0,info promo biznet buat daerah bekasi dong fm naik jir.. sebel,1904143903764463890,,,in,,0,1,0,https://x.com/undefined/status/1904143903764463890,1810337083011244032,,Promosi,promo
1898735678189674574,Sun Mar 09 14:00:37 +0000 2025,0,@BiznetHome permisi biznet di bekasi lagi down kah ?,1898735678189674574,,BiznetHome,in,,0,1,0,https://x.com/undefined/status/1898735678189674574,1576132366103633920,,Negatif,down
1898732096610566296,Sun Mar 09 13:55:32 +0000 2025,0,@frankieivan @BiznetHome Misi biznet rumah saya bekasi jg mati,1898734402227904811,,frankieivan,in,,0,1,0,https://x.com/undefined/status/1898734402227904811,1308730086678433792,,Negatif,mati
1898732096610566296,Sun Mar 09 13:46:23 +0000 2025,1,@BiznetHome Hi biznet rumah saya tiba2 wifii biznetnya gabisa akses internet di bekasi apakah lagi ada gangguan?,1898732096610566296,,BiznetHome,in,,0,4,0,https://x.com/undefined/status/1898732096610566296,331638982,,Negatif,gangguan
1894687194356613451,Wed Feb 26 09:53:23 +0000 2025,0,pengen gapake indihome lagi ayodong biznet segera masuk tarumajaya bekasi wkwkwk,1894687194356613451,,,in,,0,1,0,https://x.com/undefined/status/1894687194356613451,195750918,,Negatif,lag
1861779728090501622,Wed Nov 27 14:30:52 +0000 2024,0,isp wifi Bekasi yang bagus selain Biznet apaan ya,1861779728090501622,,,in,,0,0,0,https://x.com/undefined/status/1861779728090501622,1710852779236085760,,Positif,bagus
1856991223531409411,Thu Nov 14 09:45:00 +0000 2024,0,@zharki2018 Bentar ya bang lagi di bekasi nanti malem ke kontrakannya Yg mau hidup sama ac ada kulkas/dispenser yg blom dibeli komputer desktop belum dibawa mesin jetpam (kata orang nya 450 watt) Pas dinyalakan tadi semuanya dicsbut kecuali ac dan modem biznet,1856996745655533989,,zharki2018,in,,0,1,0,https://x.com/undefined/status/1856996745655533989,112720543,,Negatif,lag
1832380818628735242,Sat Sep 07 12:07:51 +0000 2024,0,@juliarrhm @convomf Tergantung daerah si kadang beda daerah bedaa jg yg diunggulkan buatku si biznet oke di kota bekasi kalo di kab. bogor aku pake indihome krn cm ada diaa yg baru masuk kalo ada my republic aku akan mencoba berpaling ke my rep ,1832390320233050305,,juliarrhm,in,,0,2,0,https://x.com/undefined/status/1832390320233050305,2348251699,,Negatif,
1832272746820325408,Sat Sep 07 04:20:39 +0000 2024,0,@BiznetHome halo min biznet bekasi jakasampurna gangguan kah? Boleh infonya ya min karena nyala mati terus,1832272746820325408,,BiznetHome,in,,0,2,0,https://x.com/undefined/status/1832272746820325408,217770676,,Negatif,gangguan
1821442947159924831,Thu Aug 08 07:06:54 +0000 2024,0,adakah disini sales biznet bekasi ??? sumpah udh nyerah sm xlhome biaya langganan tbtb naik ga ada konfirmasi tp layanan malah tambah ga jelas,1821442947159924831,,,in,,0,1,0,https://x.com/undefined/status/1821442947159924831,1524668278081466368,,Pertanyaan,?
1819572153773445159,Sat Aug 03 03:13:02 +0000 2024,0,Biznet bekasi lg trouble kah? @BiznetHome,1819572153773445159,,,in,,0,1,0,https://x.com/undefined/status/1819572153773445159,1237029161698385920,,Pertanyaan,?
1796067581394145449,Thu May 30 06:34:15 +0000 2024,0,biznet bekasi lagi mandek ?,1796067581394145449,,,in,,0,0,0,https://x.com/undefined/status/1796067581394145449,61969850,,Negatif,lag
1771781323629224140,Sun Mar 24 06:09:20 +0000 2024,2,Biznet area bekasi STOP RUSAK?????,1771781323629224140,,,in,,0,4,0,https://x.com/undefined/status/1771781323629224140,138783961,,Pertanyaan,?
1771721475315183629,Sun Mar 24 02:11:31 +0000 2024,1,Lagi dan lagi layanan BIZNET @BiznetHome di seputaran Pekayon Bekasi Offline sejak pagi ini dan tdk ada pemberitahuan dalam sebulan bisa beberapa kali bermasalah dan tdk ada kompensasi sementara kalo info belum bayar bisa berkali kali dan bila telat langsung diputus. WARNING ️,1771721475315183629,,,in,,0,2,0,https://x.com/undefined/status/1771721475315183629,72277192,,Negatif,lag
1771020742748197010,Fri Mar 22 03:47:03 +0000 2024,1,@BiznetHome daerah pondok gede kota bekasi kenapa nih? speed nya lambat bener? apa karena FUP? tapi masuk ke web my.biznet nya aja ga bisa... gimana mau ngecek.........,1771020742748197010,,BiznetHome,in,,0,1,1,https://x.com/undefined/status/1771020742748197010,113911093,,Negatif,lambat
1765352013532160290,Wed Mar 06 12:21:33 +0000 2024,0,Biznet daerah Margahayu Bekasi gangguan ya ?,1765352013532160290,,,in,,0,1,0,https://x.com/undefined/status/1765352013532160290,1675699610852167680,,Negatif,gangguan
1764562391948476877,Mon Mar 04 08:03:52 +0000 2024,1,@BiznetHome biznet Bekasi Timur kenapa ya? Waktu itu hampir 1 minggu trouble. Sekarang trouble lagi dari pagi ga bisa dipakai. Sementara bayarnya normal. Dichat ga dijawab. Pelayanan sangat buruk. https://t.co/PtRWGGvc7q,1764562391948476877,https://pbs.twimg.com/media/GHz8IJ-bYAAOPp4.jpg,BiznetHome,in,,0,3,0,https://x.com/undefined/status/1764562391948476877,1266699684879335426,,Negatif,buruk
1759565946694578585,Mon Feb 19 13:09:47 +0000 2024,0,@BiznetHome oy admin kontol ga ada cs yang bisa dihubungin apa? susah banget buat pengaduan babi kalian anak pelacur. wifi biznet gua lemot parah wilayah bekasi goblok,1759565946694578585,,BiznetHome,in,,0,0,1,https://x.com/undefined/status/1759565946694578585,1420318471,,Negatif,lemot
1755428771283521769,Thu Feb 08 03:10:08 +0000 2024,0,halo min @BiznetHome boleh tolong info nomor sales biznet lokasi pondok gede Bekasi? saya mau tanya terkait pemasangan,1755428771283521769,,,in,,0,1,0,https://x.com/undefined/status/1755428771283521769,1213795141892231168,,Pertanyaan,?
1754781525768626191,Tue Feb 06 08:18:12 +0000 2024,0,Biznet apakah bagusss di bekasi kab?,1754781525768626191,,,in,,0,0,0,https://x.com/undefined/status/1754781525768626191,1072510359586533376,,Positif,bagus
1753285814925369444,Fri Feb 02 05:14:47 +0000 2024,0,@BiznetHome biznet masih maintenance kah? Susah banget mau hubungin cs di bekasi kota,1753285814925369444,,BiznetHome,in,,0,1,0,https://x.com/undefined/status/1753285814925369444,447062147,,Pertanyaan,?
1751962422704013683,Mon Jan 29 13:36:06 +0000 2024,0,biznet bekasi kena banjir kali gegara ujan terus wkwk blom nyala :(,1751962422704013683,,,in,,0,0,0,https://x.com/undefined/status/1751962422704013683,1697346282430603264,,Negatif,
1751913540385210654,Mon Jan 29 10:21:51 +0000 2024,1,Biznet daerah bekasi gangguannya kira2 kapan selesai min? @BiznetHome,1751913540385210654,,,in,,0,0,0,https://x.com/undefined/status/1751913540385210654,1647941186295070725,,Negatif,gangguan
1627968631777918976,Tue Feb 21 09:49:02 +0000 2023,0,@BiznetNetworks mau tanya untuk biznet di bekasi lagi gangguan ya? ini suka putus2 koneksinya saya di PTM Galaxi,1627968631777918976,,BiznetNetworks,in,,0,1,0,https://x.com/undefined/status/1627968631777918976,73683809,,Negatif,gangguan
1627174007551463430,Sun Feb 19 05:11:29 +0000 2023,0,@BiznetHome daerah bekasi - galaxy. Biznet ga bisa nih. Tolong dibantu yaa,1627174007551463430,,BiznetHome,in,,0,2,0,https://x.com/undefined/status/1627174007551463430,199136946,,Negatif,
1627127306736259072,Sun Feb 19 02:05:55 +0000 2023,0,liat yg ngetag @BiznetHome karena internet putus cuma area Pekayon Bekasi apakah kabel FO Biznet putus kecangkul galian proyek Perusahaan Gas Negara ?,1627127306736259072,,,in,,0,1,0,https://x.com/undefined/status/1627127306736259072,23183416,,Pertanyaan,?
1626897749517172736,Sat Feb 18 10:53:44 +0000 2023,0,biznet daerah bekasi lagi error kah min? @BiznetHome,1626897749517172736,,,in,,0,2,0,https://x.com/undefined/status/1626897749517172736,1059800944030842880,,Negatif,error
1621437840633774081,Fri Feb 03 09:18:00 +0000 2023,0,adaa yang pake biznet gaakkk?? oke gaaakk sih? btw ku di bekasi ngaruh gak sih daerah,1621437840633774081,,,in,,0,0,0,https://x.com/undefined/status/1621437840633774081,768385430840410112,,Pertanyaan,?
1612116161688399872,Sun Jan 08 15:56:59 +0000 2023,0,Di bekasi selain biznet yg bagus apa lagi ya ,1612116161688399872,,,in,,0,1,0,https://x.com/undefined/status/1612116161688399872,61729349,,Negatif,lag
1602188123349581825,Mon Dec 12 06:26:30 +0000 2022,0,@BiznetHome halo Biznet kenapa jaringan internetnya di tempat saya gak bisa ya?? Saya di Taman Bougenville Estate Jatibening Pondok Gede Bekasi. Modem tidak merah. Saya sudah coba restart 2-3x tetep gak bisa. Mohon di bantu di cek,1602188123349581825,,BiznetHome,in,,0,1,1,https://x.com/undefined/status/1602188123349581825,1562989873,,Pertanyaan,?
1602126179578048512,Mon Dec 12 02:20:21 +0000 2022,1,@BiznetHome hallo Biznet. Kenapa saluran internet Biznet saya ko bisa ya. Modem nya gak merah. Lokasi saya di Taman Bougenville Estate Jatibening pondok gede bekasi. Tolong coba di kroscek. Dari Tadi malam gak bisa koneksi Internet.,1602126179578048512,,BiznetHome,in,,0,1,1,https://x.com/undefined/status/1602126179578048512,1562989873,,Negatif,
1589108990289805312,Sun Nov 06 04:14:42 +0000 2022,0,@FirstMediaCares woi bekasi kota summarecon bekasi mati dari kemarin bayar mahal2 1.1jt ga ngaruh parah lah FM ganti biznet aja GG,1589108990289805312,,FirstMediaCares,in,,0,1,0,https://x.com/undefined/status/1589108990289805312,1525553960362586113,,Negatif,parah
1588035512052453379,Thu Nov 03 06:28:02 +0000 2022,0,@ciuuull @senjakiaxx @kegblgnunfaedh aku waktu kerja di bekasi pake biznet. murah cuy,1588055382320353281,,jolyrogx,in,,0,1,0,https://x.com/undefined/status/1588055382320353281,1333771984849620992,,Positif,murah
1577978160703975424,Thu Oct 06 11:04:45 +0000 2022,0,Biznet bekasi ni kegaruk beko kayaknya untung lg gada meeting bwaaang,1577978160703975424,,,in,,0,0,0,https://x.com/undefined/status/1577978160703975424,45796310,,Negatif,
1570729082605957124,Fri Sep 16 11:41:05 +0000 2022,0,@selphieusagi @FirstMediaCares Area Bekasi juga atau emang semua area bermasalah ini Bener2 putus nyambung sempet off hampir 2 hari Komplen berhari-hari dikirim teknisi kerumah juga enggak Ini baru bisa tp masih ga stabil Masih menimbang antara myrep atau biznet,1570739545708326917,,selviavles,in,,0,1,0,https://x.com/undefined/status/1570739545708326917,203575836,,Positif,stabil
1568906374708613122,Sun Sep 11 10:16:43 +0000 2022,0,Adakah yang berlangganan Biznet di bekasi? testi dongg,1568906374708613122,,,in,,0,2,0,https://x.com/undefined/status/1568906374708613122,115901674,,Pertanyaan,?
1566217201291382784,Sun Sep 04 00:10:54 +0000 2022,0,beruntungnya kalian wahai warga bekasi khususnya mustika jaya yg daerahnya sudah bisa pasang oxygen atau biznet sedangkan perusahaan plat merah masih aja sering lemot.,1566217201291382784,,,in,,0,0,0,https://x.com/undefined/status/1566217201291382784,441619292,,Negatif,lemot
1548320814596243456,Sun Jul 17 05:50:54 +0000 2022,0,@BiznetHome Alamat saya Perumahan Pekayon Jaya II Jl. Kemang 4 No. B83 Kel. Pekayon Jaya Kec. Bekasi Selatan Kota Bekasi. Saya tau tempat saya belum tercover Kapan kira2 biznet memutuskan utk masuk ke tempat saya ?? Apa tidak bisa disurvey peminat? Saat ini ada indihome dan firstmedia.,1548545758722682881,,BiznetHome,in,,0,1,0,https://x.com/undefined/status/1548545758722682881,537897388,,Pertanyaan,?
1547860853382270978,Fri Jul 15 08:29:19 +0000 2022,0,Bekasi udah bisa biznet bye indihome,1547860853382270978,,,in,,0,0,0,https://x.com/undefined/status/1547860853382270978,1407642265443389442,,Negatif,
1542571691033133056,Thu Jun 30 18:12:05 +0000 2022,0,Helo @Biznet ini daerah bekasi uda 14 jam mati masih belum bisa sampai kapan ?,1542571691033133056,,,in,,0,0,0,https://x.com/undefined/status/1542571691033133056,1048297377759547392,,Negatif,mati
1542398289965854720,Thu Jun 30 06:43:03 +0000 2022,0,Lagi2 layanan @BiznetHome didaerah Pekayon Jaya Bekasi Selatan Offline Sering banget niy Biznet seperti ini dan tdk ada kompensasi serta pemberitahuan Disaat banyak layanan internet dan persaingan ketat mungkin sdh waktunya pindah ke Oxygen,1542398289965854720,,,in,,0,1,1,https://x.com/undefined/status/1542398289965854720,72277192,,Negatif,lag
1531875485147631616,Wed Jun 01 05:49:11 +0000 2022,0,Halo siang min min untuk di bekasi daerah mustikasari apa sudah msuk cakupan biznet blm ya? @BiznetHome,1531875485147631616,,,in,,0,1,0,https://x.com/undefined/status/1531875485147631616,1066950446244216832,,Pertanyaan,?
1505854387138478082,Mon Mar 21 10:30:37 +0000 2022,0,@BiznetHome kak biznet cakupannya sampe ke wanasari cibitung bekasi gak ya???,1505854387138478082,,BiznetHome,in,,0,1,0,https://x.com/undefined/status/1505854387138478082,1336646197142904832,,Pertanyaan,?
1504723935442907137,Fri Mar 18 07:38:37 +0000 2022,0,@BiznetHome selamat siang BizNet. Apakah sedang ada gangguan di wilayah Pondok Gede Bekasi? Kami terhubung ke WiFi namun tidak terhubung ke internet. Dan sudah coba restart modem namun belum berhasil.,1504723935442907137,,BiznetHome,in,,0,1,1,https://x.com/undefined/status/1504723935442907137,76372123,,Negatif,gangguan
1501981417336901632,Thu Mar 10 18:00:50 +0000 2022,0,@BiznetHome Malam. Min utk area Bekasi Timur perum Pondok Timur Indah apakah udah terjangkau Biznet dgn baik?,1501981417336901632,,BiznetHome,in,,0,2,0,https://x.com/undefined/status/1501981417336901632,90963694,,Positif,baik
1493399670306926594,Tue Feb 15 01:40:02 +0000 2022,0,@BiznetHome pagi min di akhir januari saya daftar buat pasang biznet tanggal 26 online dan tanggal 28 langsung ke kantor yang branch bekasi kalibaru bizpark 3 tapi sampe sekarang belom ada kabar bisa ditolong atau ke kantor itu lagi aja?,1493399670306926594,,BiznetHome,in,,0,2,0,https://x.com/undefined/status/1493399670306926594,1089170020683247616,,Negatif,lag
1491395311625187330,Wed Feb 09 12:55:25 +0000 2022,0,@BiznetHome halo min mau tanya area pelayanan biznet sampe bekasi gk ya?,1491395311625187330,,BiznetHome,in,,0,2,0,https://x.com/undefined/status/1491395311625187330,1336905304307425280,,Pertanyaan,?
1477096389863559172,Sat Jan 01 01:56:37 +0000 2022,2,My Republic sama Biznet utk wilayah Pd Gede Bekasi bagusan mana ya?,1477096389863559172,,,in,,0,4,0,https://x.com/undefined/status/1477096389863559172,1256138591358431233,,Positif,bagus
1474043766499512322,Thu Dec 23 15:46:34 +0000 2021,0,ada yang punya nomer sales biznet daerah bekasi barat?,1474043766499512322,,,in,,0,1,0,https://x.com/undefined/status/1474043766499512322,238892448,,Pertanyaan,?
1468432541015162881,Wed Dec 08 06:18:56 +0000 2021,0,@Outstandjing Karna biznet baru ada di jakarta bekasi,1468465095273451520,,Outstandjing,in,,0,3,0,https://x.com/undefined/status/1468465095273451520,1097832577,,Negatif,
1463673033936162819,Thu Nov 25 00:56:59 +0000 2021,0,@BiznetHome halo min untuk daerah perum telaga mas kelurahan harapan baru kecamatan bekasi utara apakah sudah tercover jaringan biznet?,1463673033936162819,,BiznetHome,in,,0,2,0,https://x.com/undefined/status/1463673033936162819,141155255,,Negatif,lag
1463111374993707010,Tue Nov 23 11:45:09 +0000 2021,0,@BiznetHome Min daerah jaticempaka Bekasi bisa dipasang jaringan Wifi biznet?,1463111374993707010,,BiznetHome,in,,0,2,0,https://x.com/undefined/status/1463111374993707010,353580065,,Pertanyaan,?
1462678392600285184,Mon Nov 22 14:21:01 +0000 2021,0,@BiznetHome @CPatianom @Avocadoplz untuk daerah pesona anggrek Bekasi dah bisa pasang WiFi Biznet?,1462788211525128194,,BiznetHome,in,,0,2,0,https://x.com/undefined/status/1462788211525128194,320197343,,Pertanyaan,?
1458735775575543811,Thu Nov 11 09:58:05 +0000 2021,0,Min mau daftar biznet. Udah nyampe ga ya di perumahan Duta Bumi 2 di Harapan Indah Bekasi ? @BiznetHome,1458735775575543811,,,in,,0,2,0,https://x.com/undefined/status/1458735775575543811,1179673260515938304,,Pertanyaan,?
1457241375536152580,Sun Nov 07 06:59:52 +0000 2021,0,4 bulan lalu masih pake FastNet Kapan MNC atau Biznet masuk ya? Karena udah gondok banget 1 dekade lebih pake itu gitu-gitu aja dan banyak gocekan akhirnya ganti myrep meski di bekasi rada-rada dan install keluar modal banyak Sekarang Anjirrrr lu telat bangkeeee https://t.co/0pVNrAxc6l,1457241375536152580,https://pbs.twimg.com/media/FDkpSVkVkAYqOXg.jpg,,in,,0,1,0,https://x.com/undefined/status/1457241375536152580,156626372,,Pertanyaan,?
1456912513371574274,Sat Nov 06 09:13:05 +0000 2021,0,@biznethome hai min kapan nih Biznet masuk Ifolia Harapan Indah Bekasi?,1456912513371574274,,BiznetHome,in,,0,1,0,https://x.com/undefined/status/1456912513371574274,76245110,,Pertanyaan,?
1455864419880112131,Wed Nov 03 11:48:21 +0000 2021,1,@BiznetHome halo wifi biznet area pekayon bekasi selatan apakah trouble? No id biznet saya 3100158233,1455864419880112131,,BiznetHome,in,,0,2,0,https://x.com/undefined/status/1455864419880112131,28530542,,Pertanyaan,?
1451924429718450182,Sat Oct 23 14:52:14 +0000 2021,0,Please lah Biznet MNC XL Myrepublic atau apalah itu tarik fiber nya di bekasi selatan susah bgt inet pakai FirstMedia ini rusak terus kerjaan nya ,1451924429718450182,,,in,,0,1,0,https://x.com/undefined/status/1451924429718450182,65958489,,Negatif,
1451103063620534274,Thu Oct 21 12:06:54 +0000 2021,0,@BiznetHome Jalan Tampak Siring kelurahan Jaticempaka Kecamatan Pondok Gede Kota Bekasi. Biznet baru ada di depan komplek saya aja RW 003 blm sampe ke RW 007 nih tanggung amat min ,1451158049389834242,,BiznetHome,in,,0,1,0,https://x.com/undefined/status/1451158049389834242,59451766,,Pertanyaan,min
1440535016031670284,Wed Sep 22 04:34:46 +0000 2021,0,@BiznetHome halo biznet untuk area bintara jaya bekasi sudah tercover apa belum ya ?,1440535016031670284,,BiznetHome,in,,0,2,0,https://x.com/undefined/status/1440535016031670284,1337589995951943680,,Pertanyaan,?
1440133496236740609,Tue Sep 21 03:22:57 +0000 2021,0,@moondurst @akunyakul kamu dimana dinee? bekasi biznet kayaknya belom rata dehh,1440154556025827336,,moondurst,in,,0,1,0,https://x.com/undefined/status/1440154556025827336,1297025253969768449,,Pertanyaan,?
1439949780566691840,Mon Sep 20 13:49:15 +0000 2021,0,Biznet kaga masuk bekasi ya...hahaha,1439949780566691840,,,tl,,0,1,0,https://x.com/undefined/status/1439949780566691840,1126980199604600832,,Negatif,
1439583464823541761,Sun Sep 19 13:35:07 +0000 2021,0,@renjunbubs BENERR DI BEKASI BIZNET LANCARRR BGT,1439583837516800008,,renjunbubs,in,,0,2,0,https://x.com/undefined/status/1439583837516800008,1403671857807564805,,Negatif,
1433047721972170752,Wed Sep 01 13:26:56 +0000 2021,0,@masisalisul @IndiHome @BiznetHome @FirstMediaCares @MyRepublicID Biznet lachh untuk bekasi yg lebih baik,1433058795727437825,,masisalisul,in,,0,1,0,https://x.com/undefined/status/1433058795727437825,457141177,,Positif,baik
1432392215519633413,Tue Aug 31 18:07:37 +0000 2021,0,@nadhyrara @fiescadewi @nadhyrara Hai untuk saat ini layanan #BiznetFiber sudah hadir di area Harapan Baru Regency Bekasi namun untuk Prima Harapan Bekasi belum ada di Website kami. Untuk tahapan perluasan area kami bisa kamu cek lho di https://t.co/zBPCaKoGNC. Thanks ^yud,1432767044559069187,,nadhyrara,in,,0,0,0,https://x.com/undefined/status/1432767044559069187,304822906,,Negatif,
1424401692213219335,Sun Aug 08 16:06:42 +0000 2021,0,@BiznetHome malam ka kenapa ditempat saya di bekasi biznet mati nyala mati nyala terus udah lbh dr sminggu begini nonton tv ngeload terus hp aja ilang ilang,1424401692213219335,,BiznetHome,in,,0,1,0,https://x.com/undefined/status/1424401692213219335,1416438741955092480,,Negatif,mati
1424280577339838474,Sun Aug 08 08:05:26 +0000 2021,0,@BiznetHome halo mohon info apakah perumahan Jatimulya Tambun Selatan Bekasi Timut apakah termasuk coverage biznet home? Karena di grand dhika city sudah tercover.,1424280577339838474,,BiznetHome,in,,0,1,0,https://x.com/undefined/status/1424280577339838474,28802840,,Pertanyaan,?
1420955946222690304,Fri Jul 30 04:05:25 +0000 2021,0,@potatoast06 Bekasi bagus ga sih biznet?,1420958685270994951,,potatoast06,in,,0,1,0,https://x.com/undefined/status/1420958685270994951,1259913507752955904,,Positif,bagus
1403390043360694276,Fri Jun 11 16:33:54 +0000 2021,0,@BiznetHome layanan biznet udah mencakup daerah lubangbuaya setu bekasi belum?,1403390043360694276,,BiznetHome,in,,0,1,0,https://x.com/undefined/status/1403390043360694276,59424778,,Pertanyaan,?
1399892093082869763,Wed Jun 02 00:54:18 +0000 2021,0,tolong biznet my republic xl home mnc dah skalian ke bekasi utara kek,1399892093082869763,,,in,,0,1,0,https://x.com/undefined/status/1399892093082869763,1125329220354301952,,Negatif,
1398276980856918021,Fri May 28 14:02:04 +0000 2021,0,@SoundOfYogi biznet mayan kenceng untuk Jaktim - Bekasi,1398278400289107969,,SoundOfYogi,in,,0,1,0,https://x.com/undefined/status/1398278400289107969,80579551,,Negatif,
1397416512999223299,Wed May 26 04:57:14 +0000 2021,0,@BiznetHome min untuk alamat ini Perumahan Kartika Wanasari Jl. Palem 3 Blok D6/14 RT. 006/031 Wanasari Cibitung - Kab. Bekasi 17520 apakah bisa untuk pemasangan wifi rumah biznet?,1397416512999223299,,BiznetHome,in,,0,0,0,https://x.com/undefined/status/1397416512999223299,514132982,,Pertanyaan,?
1396099932369539072,Sat May 22 17:10:00 +0000 2021,1,@mmaryasir @BiznetHome Halo sobat biznet. Salam biznet bekasi ,1396151371208880129,,mmaryasir,in,,0,0,0,https://x.com/undefined/status/1396151371208880129,1191194151372476416,,Negatif,
